conversations
"[{'from': 'human', 'value': 'Correct this sentence: These arerthe quetMios n a debaWe aou the internWt'}, {'from': 'gpt', 'value': 'These are the questions in a debate about the internet'}]"
"[{'from': 'human', 'value': 'Correct this sentence: 15pm and Im further bacY nw than when I gothere ahe said'}, {'from': 'gpt', 'value': '15pm and Im further back now than when I got here she said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: None of that lot knnow ata  quee isF'}, {'from': 'gpt', 'value': 'None of that lot know what a queue is'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Not one of those mjssive ones just abormal one at 100 or so sheqPeaid'}, {'from': 'gpt', 'value': 'Not one of those massive ones just a normal one at 100 or so she said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: In her basket was a pint of semikimmed and a loaf of brkad'}, {'from': 'gpt', 'value': 'In her basket was a pint of semiskimmed and a loaf of bread'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Telly milk and bread  the necessities she said'}, {'from': 'gpt', 'value': 'Telly milk and bread  the necessities she said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Were ZoingH to PC World qfirfstthing  ther sale starUts at 8am'}, {'from': 'gpt', 'value': 'Were going to PC World first thing  their sale starts at 8am'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It mattersQvery much said oira Austin of the AnaphylaxYis Cacmpaign'}, {'from': 'gpt', 'value': 'It matters very much said Moira Austin of the Anaphylaxis Campaign'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Te guide say most ignterner and shopboughtv allergy tsets have Bo scientific bsai'}, {'from': 'gpt', 'value': 'The guide says most internet and shopbought allergy tests have no scientific basis'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Results aYre frequentylpositive in individuals who do not havehVan allergy r a food inteolerancM'}, {'from': 'gpt', 'value': 'Results are frequently positive in individuals who do not have an allergy or a food intolerance'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Hair Nfollifcle testing isa lso pointess thFe guide saeys'}, {'from': 'gpt', 'value': 'Hair follicle testing is also pointless the guide says'}]"
"[{'from': 'human', 'value': 'Correct this sentence: This needs to stop whicWcfan onll happen if we debunck these testsz'}, {'from': 'gpt', 'value': 'This needs to stop which can only happen if we debunk these tests'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It is very difficult to uKntakgSle Lhat'}, {'from': 'gpt', 'value': 'It is very difficult to untangle that'}]"
"[{'from': 'human', 'value': 'Correct this sentence: There are twocllenges'}, {'from': 'gpt', 'value': 'There are two challenges'}]"
"[{'from': 'human', 'value': 'Correct this sentence: A chld whOo cant eat wheaty or drink mlik ant go Bo pardties'}, {'from': 'gpt', 'value': 'A child who cant eat wheat or drink milk cant go to parties'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Allergpes are on the rise acrAss developed countries'}, {'from': 'gpt', 'value': 'Allergies are on the rise across developed countries'}]"
"[{'from': 'human', 'value': 'Correct this sentence: hTey are the darknessNseeHers  and theya re growing h number'}, {'from': 'gpt', 'value': 'They are the darkness seekers  and they are growing in number'}]"
"[{'from': 'human', 'value': 'Correct this sentence: This is Kielder Observatory the cenre f Brtiains nascetn astrotourism industry'}, {'from': 'gpt', 'value': 'This is Kielder Observatory the centre of Britains nascent astrotourism industry'}]"
"[{'from': 'human', 'value': 'Correct this sentence: And those waiitng Foiutside were thw nLcky ons'}, {'from': 'gpt', 'value': 'And those waiting outside were the lucky ones'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Manyw more d epplied fsr a night of stargazning at the observatjry but nEmbers are strgictlylsmited'}, {'from': 'gpt', 'value': 'Many more had applied for a night of stargazing at the observatory but numbers are strictly limited'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The teajm disusses th prkspect of seeing the northern lighs uTt FBdes Us doubftul'}, {'from': 'gpt', 'value': 'The team discusses the prospect of seeing the northern lights but Fildes is doubtful'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Anf agditional ahtracitoP is then appearance of them Internatioal Space SJtJtion'}, {'from': 'gpt', 'value': 'An additional attraction is the appearance of the International Space Station'}]"
"[{'from': 'human', 'value': 'Correct this sentence: He pus on some musci'}, {'from': 'gpt', 'value': 'He puts on some music'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Pink Floyd the JKH the Pogues'}, {'from': 'gpt', 'value': 'Pink Floyd the Jam the Pogues'}]"
"[{'from': 'human', 'value': 'Correct this sentence: 30the sky is going to be sexyW Fildes says'}, {'from': 'gpt', 'value': '30 the sky is going to be sexy Fildes says'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Isg oino to be epc'}, {'from': 'gpt', 'value': 'Its going to be epic'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Fildes 49 ds at the forefron of the UsK brugeonidg uastUotourism industry'}, {'from': 'gpt', 'value': 'Fildes 49 is at the forefront of the UKs burgeoning astrotourism industry'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Dayk Sky Lharks re rare'}, {'from': 'gpt', 'value': 'Dark Sky Parks are rare'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Recipients must als provejtheir night csikes arT sufpficiieWnly Ldark'}, {'from': 'gpt', 'value': 'Recipients must also prove their night skies are sufficiently dark'}]"
"[{'from': 'human', 'value': 'Correct this sentence: We tend to look atl andscape s eerything up to the horizon hWiLse add'}, {'from': 'gpt', 'value': 'We tend to look at landscape as everything up to the horizon Wise said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Their efforts he been vinicate'}, {'from': 'gpt', 'value': 'Their efforts have been vindicated'}]"
"[{'from': 'human', 'value': 'Correct this sentence: 5 million who visit Northumberland each year are now aware of its Dak Sky status'}, {'from': 'gpt', 'value': '5 million who visit Northumberland each year are now aware of its Dark Sky status'}]"
"[{'from': 'human', 'value': 'Correct this sentence: We get a loto fpeople coming here to see thp sky oo says the an at the carhire itrm in Newcasvtle'}, {'from': 'gpt', 'value': 'We get a lot of people coming here to see the sky now says the man at the carhire firm in Newcastle'}]"
"[{'from': 'human', 'value': 'Correct this sentence: TFpy come in autumn avnd winter when its darest'}, {'from': 'gpt', 'value': 'They come in autumn and winter when its darkest'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Goo dfor the BBsa Gx htey get business all year round now'}, {'from': 'gpt', 'value': 'Good for the BBs as they get business all year round now'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Local hoteliers now issue guests witN Eightvision tocrhes nQ pu tout deckchairs at naht'}, {'from': 'gpt', 'value': 'Local hoteliers now issue guests with nightvision torches and put out deckchairs at night'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Fildes has gran desgin'}, {'from': 'gpt', 'value': 'Fildes has grand designs'}]"
"[{'from': 'human', 'value': 'Correct this sentence: FWldDs is cryptic about his backers but blieves the astrovillage will be a rality by 201'}, {'from': 'gpt', 'value': 'Fildes is cryptic about his backers but believes the astrovillage will be a reality by 2018'}]"
"[{'from': 'human', 'value': 'Correct this sentence: HoweverNxothuAmberland faYcescompetition'}, {'from': 'gpt', 'value': 'However Northumberland faces competition'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Gcalloway Frest Park tin Scotland also hasDark Sk Parrk status'}, {'from': 'gpt', 'value': 'Galloway Forest Park in Scotland also has Dark Sky Park status'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Tke Tekde National ZarM in Tenerife is ralso ecomingEa major strotourism destinatiod'}, {'from': 'gpt', 'value': 'The Teide National Park in Tenerife is also becoming a major astrotourism destination'}]"
"[{'from': 'human', 'value': 'Correct this sentence: So whaBt is drCving the desire to look upwards The media have hOWlped'}, {'from': 'gpt', 'value': 'So what is driving the desire to look upwards The media have helped'}]"
"[{'from': 'human', 'value': 'Correct this sentence: TV pzrnenteyrs lie Brian Cox have attracted a new generation of sXtargQazer'}, {'from': 'gpt', 'value': 'TV presenters like Brian Cox have attracted a new generation of stargazers'}]"
"[{'from': 'human', 'value': 'Correct this sentence: BrUan Cox has maed asptroSomy aQccessile says Wise'}, {'from': 'gpt', 'value': 'Brian Cox has made astronomy accessible says Wise'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Itsbno longr seen as the province oRf profesors in studies wikw brss telescopes'}, {'from': 'gpt', 'value': 'Its no longer seen as the province of professors in studies with brass telescopes'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Technology Mha also played a part'}, {'from': 'gpt', 'value': 'Technology has also played a part'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Apps suUch as Stellarum now turn smjartvpOnes into pocketsize planetarMum'}, {'from': 'gpt', 'value': 'Apps such as Stellarium now turn smartphones into pocketsize planetariums'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Ultimateyl thoughpFildes believes people ar starting to appreciate rwhat ce above'}, {'from': 'gpt', 'value': 'Ultimately though Fildes believes people are starting to appreciate what lies above'}]"
"[{'from': 'human', 'value': 'Correct this sentence: If you had txo build a Gisior atraction fqro mscraJch what could bebette rthan the universe'}, {'from': 'gpt', 'value': 'If you had to build a visitor attraction from scratch what could be better than the universe'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The oppulation density ofB the Scottish Highlands s nine people per sq mk'}, {'from': 'gpt', 'value': 'The population density of the Scottish Highlands is nine people per sq km'}]"
"[{'from': 'human', 'value': 'Correct this sentence: In odrer to have wolvgse wW dont need to remove people from the adnscape said Chapron'}, {'from': 'gpt', 'value': 'In order to have wolves we dont need to remove people from the landscape said Chapron'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Wolesjcan be difficul tnweighbours said Chaporon'}, {'from': 'gpt', 'value': 'Wolves can be difficult neighbours said Chapron'}]"
"[{'from': 'human', 'value': 'Correct this sentence: We shouldnt be talking aboukt peplnpzedator conflict we have coflict between people about predators'}, {'from': 'gpt', 'value': 'We shouldnt be talking about peoplepredator conflict we have conflict between people about predators'}]"
"[{'from': 'human', 'value': 'Correct this sentence: These animals areV symbolic of difficult questions about how we shouldu se th land'}, {'from': 'gpt', 'value': 'These animals are symbolic of difficult questions about how we should use the land'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Accoridng to thOf reAsearchHers thsi landshzrnig approahc ocuvd be uppRed BlsewheYre in Ethde woEld'}, {'from': 'gpt', 'value': 'According to the researchers this landsharing approach could be applied elsewhere in the world'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Wihtout tKe Habitats DirectivD I dont think we would have had this recovery he slaid'}, {'from': 'gpt', 'value': 'Without the Habitats Directive I dont think we would have had this recovery he said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Its a mauseive turnaround from the kcenturies o pevrsecution'}, {'from': 'gpt', 'value': 'Its a massive turnaround from the centuries of persecution'}]"
"[{'from': 'human', 'value': 'Correct this sentence: There no demogrVphic reason whyEwe cant have  asimilaFr return of wildliife in the K'}, {'from': 'gpt', 'value': 'Theres no demographic reason why we cant have a similar return of wildlife in the UK'}]"
"[{'from': 'human', 'value': 'Correct this sentence: At stake is the hope ofc a ewlife in France'}, {'from': 'gpt', 'value': 'At stake is the hope of a new life in France'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The French language inverw dffxcuElt but we try hard'}, {'from': 'gpt', 'value': 'The French language is very difficult but we try hard'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Its ab gAod ting to keep your brIin active'}, {'from': 'gpt', 'value': 'Its a good thing to keep your brain active'}]"
